"Team","Week","Season","Win_Loss","AVG AGE","diff","Prev_Win_Perc"
"Philadelphia Eagles",8,2019,1,25.87,4,0.5625
"Philadelphia Eagles",9,2019,1,25.87,4,0.5625
"Pittsburgh Steelers",1,2016,1,26.25,3,0.625
"Pittsburgh Steelers",10,2016,0,26.25,2,0.625
"Pittsburgh Steelers",11,2016,1,26.25,1,0.625
"Pittsburgh Steelers",12,2016,1,26.25,5,0.625
"Pittsburgh Steelers",13,2016,1,26.25,0,0.625
"Pittsburgh Steelers",14,2016,1,26.25,-1,0.625
"Pittsburgh Steelers",15,2016,1,26.25,3,0.625
"Pittsburgh Steelers",16,2016,1,26.25,-2,0.625
"Pittsburgh Steelers",17,2016,1,26.25,0,0.625
"Pittsburgh Steelers",2,2016,1,26.25,3,0.625
"Pittsburgh Steelers",3,2016,0,26.25,3,0.625
"Pittsburgh Steelers",4,2016,1,26.25,4,0.625
"Pittsburgh Steelers",5,2016,1,26.25,2,0.625
"Pittsburgh Steelers",6,2016,0,26.25,7,0.625
"Pittsburgh Steelers",7,2016,0,26.25,4,0.625
"Pittsburgh Steelers",9,2016,0,26.25,-9,0.625
"Pittsburgh Steelers",1,2017,1,26.32,-1,0.6875
"Pittsburgh Steelers",10,2017,1,26.32,-11,0.6875
"Pittsburgh Steelers",11,2017,1,26.32,1,0.6875
"Pittsburgh Steelers",12,2017,1,26.32,-6,0.6875
"Pittsburgh Steelers",13,2017,1,26.32,-4,0.6875
"Pittsburgh Steelers",14,2017,1,26.32,-8,0.6875
"Pittsburgh Steelers",15,2017,0,26.32,-7,0.6875
"Pittsburgh Steelers",16,2017,1,26.32,-12,0.6875
"Pittsburgh Steelers",17,2017,1,26.32,-8,0.6875
"Pittsburgh Steelers",2,2017,1,26.32,7,0.6875
"Pittsburgh Steelers",3,2017,0,26.32,-1,0.6875
"Pittsburgh Steelers",4,2017,1,26.32,-11,0.6875
"Pittsburgh Steelers",5,2017,0,26.32,-11,0.6875
"Pittsburgh Steelers",6,2017,1,26.32,-7,0.6875
"Pittsburgh Steelers",7,2017,1,26.32,-2,0.6875
"Pittsburgh Steelers",8,2017,1,26.32,-9,0.6875
"Pittsburgh Steelers",10,2018,1,26.04,2,0.8125
"Pittsburgh Steelers",11,2018,1,26.04,-10,0.8125
"Pittsburgh Steelers",12,2018,0,26.04,-2,0.8125
"Pittsburgh Steelers",13,2018,0,26.04,2,0.8125
"Pittsburgh Steelers",14,2018,0,26.04,-6,0.8125
"Pittsburgh Steelers",15,2018,1,26.04,-2,0.8125
"Pittsburgh Steelers",16,2018,0,26.04,-2,0.8125
"Pittsburgh Steelers",17,2018,1,26.04,-6,0.8125
"Pittsburgh Steelers",2,2018,0,26.04,3,0.8125
"Pittsburgh Steelers",3,2018,1,26.04,0,0.8125
"Pittsburgh Steelers",4,2018,0,26.04,-5,0.8125
"Pittsburgh Steelers",5,2018,1,26.04,5,0.8125
"Pittsburgh Steelers",6,2018,1,26.04,1,0.8125
"Pittsburgh Steelers",8,2018,1,26.04,1,0.8125
"Pittsburgh Steelers",9,2018,1,26.04,-8,0.8125
"Pittsburgh Steelers",1,2019,0,25.68,-8,0.6
"Pittsburgh Steelers",10,2019,1,25.68,1,0.6
"Pittsburgh Steelers",11,2019,0,25.68,0,0.6
"Pittsburgh Steelers",12,2019,1,25.68,2,0.6
"Pittsburgh Steelers",13,2019,1,25.68,5,0.6
"Pittsburgh Steelers",14,2019,1,25.68,-1,0.6
"Pittsburgh Steelers",15,2019,0,25.68,4,0.6
"Pittsburgh Steelers",16,2019,0,25.68,-10,0.6
"Pittsburgh Steelers",17,2019,0,25.68,-1,0.6
"Pittsburgh Steelers",2,2019,0,25.68,-14,0.6
"Pittsburgh Steelers",3,2019,0,25.68,-4,0.6
"Pittsburgh Steelers",4,2019,1,25.68,-2,0.6
"Pittsburgh Steelers",5,2019,0,25.68,-1,0.6
"Pittsburgh Steelers",6,2019,1,25.68,-4,0.6
"Pittsburgh Steelers",8,2019,1,25.68,-7,0.6
"Pittsburgh Steelers",9,2019,1,25.68,-5,0.6
"San Francisco 49ers",1,2016,1,26.13,-3,0.3125
"San Francisco 49ers",10,2016,0,26.13,-8,0.3125
"San Francisco 49ers",11,2016,0,26.13,-3,0.3125
"San Francisco 49ers",12,2016,0,26.13,-4,0.3125
"San Francisco 49ers",13,2016,0,26.13,-8,0.3125
"San Francisco 49ers",14,2016,0,26.13,-11,0.3125
"San Francisco 49ers",15,2016,0,26.13,-4,0.3125
"San Francisco 49ers",16,2016,1,26.13,3,0.3125
"San Francisco 49ers",17,2016,0,26.13,2,0.3125
"San Francisco 49ers",2,2016,0,26.13,0,0.3125
"San Francisco 49ers",3,2016,0,26.13,-4,0.3125
"San Francisco 49ers",4,2016,0,26.13,-7,0.3125
"San Francisco 49ers",5,2016,0,26.13,-2,0.3125
"San Francisco 49ers",6,2016,0,26.13,-7,0.3125
"San Francisco 49ers",7,2016,0,26.13,-3,0.3125
"San Francisco 49ers",9,2016,0,26.13,-11,0.3125
"San Francisco 49ers",1,2017,0,26.11,1,0.125
"San Francisco 49ers",10,2017,1,26.11,3,0.125
"San Francisco 49ers",12,2017,0,26.11,5,0.125
"San Francisco 49ers",13,2017,1,26.11,11,0.125
"San Francisco 49ers",14,2017,1,26.11,6,0.125
"San Francisco 49ers",15,2017,1,26.11,17,0.125
"San Francisco 49ers",16,2017,1,26.11,9,0.125
"San Francisco 49ers",17,2017,1,26.11,11,0.125
"San Francisco 49ers",2,2017,0,26.11,5,0.125
"San Francisco 49ers",3,2017,0,26.11,8,0.125
"San Francisco 49ers",4,2017,0,26.11,7,0.125
"San Francisco 49ers",5,2017,0,26.11,3,0.125
"San Francisco 49ers",6,2017,0,26.11,7,0.125
"San Francisco 49ers",7,2017,0,26.11,9,0.125
"San Francisco 49ers",8,2017,0,26.11,9,0.125
"San Francisco 49ers",9,2017,0,26.11,9,0.125
"San Francisco 49ers",1,2018,0,25.41,-4,0.375
"San Francisco 49ers",10,2018,0,25.41,-1,0.375
"San Francisco 49ers",12,2018,0,25.41,-3,0.375
"San Francisco 49ers",13,2018,0,25.41,-3,0.375
"San Francisco 49ers",14,2018,1,25.41,0,0.375
"San Francisco 49ers",15,2018,1,25.41,-4,0.375
"San Francisco 49ers",16,2018,0,25.41,8,0.375
"San Francisco 49ers",17,2018,0,25.41,5,0.375
"San Francisco 49ers",2,2018,1,25.41,1,0.375
"San Francisco 49ers",3,2018,0,25.41,0,0.375
"San Francisco 49ers",4,2018,0,25.41,3,0.375
"San Francisco 49ers",5,2018,0,25.41,2,0.375
"San Francisco 49ers",6,2018,0,25.41,-2,0.375
"San Francisco 49ers",7,2018,0,25.41,0,0.375
"San Francisco 49ers",8,2018,0,25.41,0,0.375
"San Francisco 49ers",9,2018,1,25.41,-1,0.375
"San Francisco 49ers",1,2019,1,26.08,0,0.25
"San Francisco 49ers",10,2019,0,26.08,-4,0.25
"San Francisco 49ers",11,2019,1,26.08,2,0.25
"San Francisco 49ers",12,2019,1,26.08,5,0.25
"San Francisco 49ers",13,2019,0,26.08,4,0.25
"San Francisco 49ers",14,2019,1,26.08,1,0.25
"San Francisco 49ers",15,2019,0,26.08,1,0.25
"San Francisco 49ers",16,2019,1,26.08,9,0.25
"San Francisco 49ers",17,2019,1,26.08,-4,0.25
"San Francisco 49ers",2,2019,1,26.08,3,0.25
"San Francisco 49ers",3,2019,1,26.08,4,0.25
"San Francisco 49ers",5,2019,1,26.08,0,0.25
"San Francisco 49ers",6,2019,1,26.08,7,0.25
"San Francisco 49ers",7,2019,1,26.08,-3,0.25
"San Francisco 49ers",8,2019,1,26.08,2,0.25
"San Francisco 49ers",9,2019,1,26.08,-1,0.25
"Seattle Seahawks",1,2016,1,26.14,-4,0.625
"Seattle Seahawks",10,2016,1,26.14,2,0.625
"Seattle Seahawks",11,2016,1,26.14,4,0.625
"Seattle Seahawks",12,2016,0,26.14,3,0.625
"Seattle Seahawks",13,2016,1,26.14,-3,0.625
"Seattle Seahawks",14,2016,0,26.14,-2,0.625
"Seattle Seahawks",15,2016,1,26.14,-1,0.625
"Seattle Seahawks",16,2016,0,26.14,-5,0.625
"Seattle Seahawks",17,2016,1,26.14,-2,0.625
"Seattle Seahawks",2,2016,0,26.14,-4,0.625
"Seattle Seahawks",3,2016,1,26.14,4,0.625
"Seattle Seahawks",4,2016,1,26.14,-2,0.625
"Seattle Seahawks",6,2016,1,26.14,2,0.625
"Seattle Seahawks",8,2016,0,26.14,-6,0.625
"Seattle Seahawks",9,2016,1,26.14,-1,0.625
"Seattle Seahawks",1,2017,0,25.98,3,0.666666666666667
"Seattle Seahawks",10,2017,1,25.98,3,0.666666666666667
"Seattle Seahawks",11,2017,0,25.98,12,0.666666666666667
"Seattle Seahawks",12,2017,1,25.98,-5,0.666666666666667
"Seattle Seahawks",13,2017,1,25.98,7,0.666666666666667
"Seattle Seahawks",14,2017,0,25.98,0,0.666666666666667
"Seattle Seahawks",15,2017,0,25.98,8,0.666666666666667
"Seattle Seahawks",16,2017,1,25.98,4,0.666666666666667
"Seattle Seahawks",17,2017,0,25.98,-3,0.666666666666667
"Seattle Seahawks",2,2017,1,25.98,-5,0.666666666666667
"Seattle Seahawks",3,2017,0,25.98,2,0.666666666666667
"Seattle Seahawks",4,2017,1,25.98,-5,0.666666666666667
"Seattle Seahawks",5,2017,1,25.98,6,0.666666666666667
"Seattle Seahawks",7,2017,1,25.98,-8,0.666666666666667
"Seattle Seahawks",8,2017,1,25.98,-1,0.666666666666667
"Seattle Seahawks",9,2017,0,25.98,0,0.666666666666667
"Seattle Seahawks",1,2018,0,25.77,-1,0.5625
"Seattle Seahawks",10,2018,0,25.77,7,0.5625
"Seattle Seahawks",11,2018,1,25.77,7,0.5625
"Seattle Seahawks",12,2018,1,25.77,5,0.5625
"Seattle Seahawks",13,2018,1,25.77,3,0.5625
"Seattle Seahawks",14,2018,1,25.77,4,0.5625
"Seattle Seahawks",15,2018,0,25.77,4,0.5625
"Seattle Seahawks",16,2018,1,25.77,1,0.5625
"Seattle Seahawks",17,2018,1,25.77,-3,0.5625
"Seattle Seahawks",2,2018,0,25.77,10,0.5625
"Seattle Seahawks",3,2018,1,25.77,8,0.5625
"Seattle Seahawks",4,2018,1,25.77,9,0.5625
"Seattle Seahawks",5,2018,0,25.77,6,0.5625
"Seattle Seahawks",6,2018,1,25.77,3,0.5625
"Seattle Seahawks",8,2018,1,25.77,5,0.5625
"Seattle Seahawks",9,2018,0,25.77,7,0.5625
"Seattle Seahawks",1,2019,1,26.24,7,0.625
"Seattle Seahawks",10,2019,1,26.24,4,0.625
"Seattle Seahawks",12,2019,1,26.24,5,0.625
"Seattle Seahawks",13,2019,1,26.24,12,0.625
"Seattle Seahawks",14,2019,0,26.24,9,0.625
"Seattle Seahawks",15,2019,1,26.24,5,0.625
"Seattle Seahawks",16,2019,0,26.24,4,0.625
"Seattle Seahawks",17,2019,0,26.24,4,0.625
"Seattle Seahawks",2,2019,1,26.24,14,0.625
"Seattle Seahawks",3,2019,0,26.24,6,0.625
"Seattle Seahawks",4,2019,1,26.24,6,0.625
"Seattle Seahawks",5,2019,1,26.24,7,0.625
"Seattle Seahawks",6,2019,1,26.24,7,0.625
"Seattle Seahawks",7,2019,0,26.24,8,0.625
"Seattle Seahawks",8,2019,1,26.24,1,0.625
"Seattle Seahawks",9,2019,1,26.24,9,0.625
"Tampa Bay Buccaneers",1,2016,1,25.85,0,0.375
"Tampa Bay Buccaneers",10,2016,1,25.85,-2,0.375
"Tampa Bay Buccaneers",11,2016,1,25.85,1,0.375
"Tampa Bay Buccaneers",12,2016,1,25.85,-3,0.375
"Tampa Bay Buccaneers",13,2016,1,25.85,-15,0.375
"Tampa Bay Buccaneers",14,2016,1,25.85,-7,0.375
"Tampa Bay Buccaneers",15,2016,0,25.85,0,0.375
"Tampa Bay Buccaneers",16,2016,0,25.85,-6,0.375
"Tampa Bay Buccaneers",17,2016,1,25.85,2,0.375
"Tampa Bay Buccaneers",2,2016,0,25.85,-1,0.375
"Tampa Bay Buccaneers",3,2016,0,25.85,-2,0.375
"Tampa Bay Buccaneers",4,2016,0,25.85,2,0.375
"Tampa Bay Buccaneers",5,2016,1,25.85,1,0.375
"Tampa Bay Buccaneers",7,2016,1,25.85,3,0.375
"Tampa Bay Buccaneers",8,2016,0,25.85,2,0.375
"Tampa Bay Buccaneers",9,2016,0,25.85,-3,0.375
"Tampa Bay Buccaneers",10,2017,1,26.47,-4,0.5625
"Tampa Bay Buccaneers",11,2017,1,26.47,-2,0.5625
"Tampa Bay Buccaneers",12,2017,0,26.47,4,0.5625
"Tampa Bay Buccaneers",13,2017,0,26.47,1,0.5625
"Tampa Bay Buccaneers",14,2017,0,26.47,-7,0.5625
"Tampa Bay Buccaneers",15,2017,0,26.47,5,0.5625
"Tampa Bay Buccaneers",16,2017,0,26.47,-2,0.5625
"Tampa Bay Buccaneers",17,2017,1,26.47,-11,0.5625
"Tampa Bay Buccaneers",2,2017,1,26.47,-5,0.5625
"Tampa Bay Buccaneers",3,2017,0,26.47,5,0.5625
"Tampa Bay Buccaneers",4,2017,1,26.47,-6,0.5625
"Tampa Bay Buccaneers",5,2017,0,26.47,-2,0.5625
"Tampa Bay Buccaneers",6,2017,0,26.47,-2,0.5625
"Tampa Bay Buccaneers",7,2017,0,26.47,3,0.5625
"Tampa Bay Buccaneers",8,2017,0,26.47,-10,0.5625
"Tampa Bay Buccaneers",9,2017,0,26.47,-11,0.5625
"Tampa Bay Buccaneers",1,2018,1,26.04,1,0.3125
"Tampa Bay Buccaneers",10,2018,0,26.04,-6,0.3125
"Tampa Bay Buccaneers",11,2018,0,26.04,3,0.3125
"Tampa Bay Buccaneers",12,2018,1,26.04,3,0.3125
"Tampa Bay Buccaneers",13,2018,1,26.04,9,0.3125
"Tampa Bay Buccaneers",14,2018,0,26.04,2,0.3125
"Tampa Bay Buccaneers",15,2018,0,26.04,-2,0.3125
"Tampa Bay Buccaneers",16,2018,0,26.04,4,0.3125
"Tampa Bay Buccaneers",17,2018,0,26.04,8,0.3125
"Tampa Bay Buccaneers",2,2018,1,26.04,4,0.3125
"Tampa Bay Buccaneers",3,2018,0,26.04,0,0.3125
"Tampa Bay Buccaneers",4,2018,0,26.04,7,0.3125
"Tampa Bay Buccaneers",6,2018,0,26.04,6,0.3125
"Tampa Bay Buccaneers",7,2018,1,26.04,2,0.3125
"Tampa Bay Buccaneers",8,2018,0,26.04,-2,0.3125
"Tampa Bay Buccaneers",9,2018,0,26.04,2,0.3125
"Tampa Bay Buccaneers",1,2019,0,25.98,0,0.3125
"Tampa Bay Buccaneers",10,2019,1,25.98,-2,0.3125
"Tampa Bay Buccaneers",11,2019,0,25.98,3,0.3125
"Tampa Bay Buccaneers",12,2019,1,25.98,-6,0.3125
"Tampa Bay Buccaneers",13,2019,1,25.98,-3,0.3125
"Tampa Bay Buccaneers",14,2019,1,25.98,-2,0.3125
"Tampa Bay Buccaneers",15,2019,1,25.98,-1,0.3125
"Tampa Bay Buccaneers",16,2019,0,25.98,0,0.3125
"Tampa Bay Buccaneers",17,2019,0,25.98,-3,0.3125
"Tampa Bay Buccaneers",2,2019,1,25.98,3,0.3125
"Tampa Bay Buccaneers",3,2019,0,25.98,3,0.3125
"Tampa Bay Buccaneers",4,2019,1,25.98,8,0.3125
"Tampa Bay Buccaneers",5,2019,0,25.98,2,0.3125
"Tampa Bay Buccaneers",6,2019,0,25.98,2,0.3125
"Tampa Bay Buccaneers",8,2019,0,25.98,-1,0.3125
"Tampa Bay Buccaneers",9,2019,0,25.98,-9,0.3125
"Tennessee Titans",1,2016,0,26.47,-5,0.1875
"Tennessee Titans",10,2016,1,26.47,-6,0.1875
"Tennessee Titans",11,2016,0,26.47,-2,0.1875
"Tennessee Titans",12,2016,1,26.47,-7,0.1875
"Tennessee Titans",14,2016,1,26.47,-3,0.1875
"Tennessee Titans",15,2016,1,26.47,-3,0.1875
"Tennessee Titans",16,2016,0,26.47,-13,0.1875
"Tennessee Titans",17,2016,1,26.47,-8,0.1875
"Tennessee Titans",2,2016,1,26.47,-6,0.1875
"Tennessee Titans",3,2016,0,26.47,1,0.1875
"Tennessee Titans",4,2016,0,26.47,-5,0.1875
"Tennessee Titans",5,2016,1,26.47,0,0.1875
"Tennessee Titans",6,2016,1,26.47,-11,0.1875
"Tennessee Titans",7,2016,0,26.47,-6,0.1875
"Tennessee Titans",8,2016,1,26.47,-2,0.1875
"Tennessee Titans",9,2016,0,26.47,-17,0.1875
"Tennessee Titans",1,2017,0,27.13,1,0.5625
"Tennessee Titans",10,2017,1,27.13,-3,0.5625
"Tennessee Titans",11,2017,0,27.13,-1,0.5625
"Tennessee Titans",12,2017,1,27.13,-8,0.5625
"Tennessee Titans",13,2017,1,27.13,-8,0.5625
"Tennessee Titans",14,2017,0,27.13,-12,0.5625
"Tennessee Titans",15,2017,0,27.13,-17,0.5625
"Tennessee Titans",16,2017,0,27.13,0,0.5625
"Tennessee Titans",17,2017,1,27.13,-7,0.5625
"Tennessee Titans",2,2017,1,27.13,-5,0.5625
"Tennessee Titans",3,2017,1,27.13,-2,0.5625
"Tennessee Titans",4,2017,0,27.13,-2,0.5625
"Tennessee Titans",5,2017,0,27.13,-2,0.5625
"Tennessee Titans",6,2017,1,27.13,-6,0.5625
"Tennessee Titans",7,2017,1,27.13,-5,0.5625
"Tennessee Titans",9,2017,1,27.13,-9,0.5625
"Tennessee Titans",1,2018,0,26.38,8,0.5625
"Tennessee Titans",10,2018,1,26.38,-1,0.5625
"Tennessee Titans",11,2018,0,26.38,-6,0.5625
"Tennessee Titans",12,2018,0,26.38,4,0.5625
"Tennessee Titans",13,2018,1,26.38,7,0.5625
"Tennessee Titans",14,2018,1,26.38,-9,0.5625
"Tennessee Titans",15,2018,1,26.38,4,0.5625
"Tennessee Titans",16,2018,1,26.38,-7,0.5625
"Tennessee Titans",17,2018,0,26.38,-2,0.5625
"Tennessee Titans",2,2018,1,26.38,5,0.5625
"Tennessee Titans",3,2018,1,26.38,3,0.5625
"Tennessee Titans",4,2018,1,26.38,5,0.5625
"Tennessee Titans",5,2018,0,26.38,12,0.5625
"Tennessee Titans",6,2018,0,26.38,0,0.5625
"Tennessee Titans",7,2018,0,26.38,6,0.5625
"Tennessee Titans",9,2018,1,26.38,2,0.5625
"Tennessee Titans",1,2019,1,26.08,5,0.5625
"Tennessee Titans",10,2019,1,26.08,-5,0.5625
"Tennessee Titans",12,2019,1,26.08,-4,0.5625
"Tennessee Titans",13,2019,1,26.08,-2,0.5625
"Tennessee Titans",14,2019,1,26.08,2,0.5625
"Tennessee Titans",15,2019,0,26.08,-2,0.5625
"Tennessee Titans",16,2019,0,26.08,-3,0.5625
"Tennessee Titans",17,2019,1,26.08,-6,0.5625
"Tennessee Titans",2,2019,0,26.08,-2,0.5625
"Tennessee Titans",3,2019,0,26.08,-1,0.5625
"Tennessee Titans",4,2019,1,26.08,-3,0.5625
"Tennessee Titans",5,2019,0,26.08,0,0.5625
"Tennessee Titans",6,2019,0,26.08,-3,0.5625
"Tennessee Titans",7,2019,1,26.08,-6,0.5625
"Tennessee Titans",8,2019,1,26.08,1,0.5625
"Tennessee Titans",9,2019,0,26.08,-2,0.5625
"Washington Football Team",1,2016,0,26.64,-3,0.5625
"Washington Football Team",10,2016,1,26.64,-2,0.5625
"Washington Football Team",11,2016,1,26.64,-1,0.5625
"Washington Football Team",12,2016,0,26.64,1,0.5625
"Washington Football Team",13,2016,0,26.64,-1,0.5625
"Washington Football Team",14,2016,1,26.64,6,0.5625
"Washington Football Team",15,2016,0,26.64,3,0.5625
"Washington Football Team",16,2016,1,26.64,-3,0.5625
"Washington Football Team",17,2016,0,26.64,3,0.5625
"Washington Football Team",2,2016,0,26.64,-2,0.5625
"Washington Football Team",3,2016,1,26.64,1,0.5625
"Washington Football Team",4,2016,1,26.64,-2,0.5625
"Washington Football Team",5,2016,1,26.64,0,0.5625
"Washington Football Team",6,2016,1,26.64,9,0.5625
"Washington Football Team",7,2016,0,26.64,-3,0.5625
"Washington Football Team",1,2017,0,26.04,2,0.533333333333333
"Washington Football Team",10,2017,0,26.04,5,0.533333333333333
"Washington Football Team",11,2017,0,26.04,-7,0.533333333333333
"Washington Football Team",12,2017,1,26.04,-5,0.533333333333333
"Washington Football Team",13,2017,0,26.04,7,0.533333333333333
"Washington Football Team",14,2017,0,26.04,9,0.533333333333333
"Washington Football Team",15,2017,1,26.04,-4,0.533333333333333
"Washington Football Team",16,2017,1,26.04,6,0.533333333333333
"Washington Football Team",17,2017,0,26.04,-8,0.533333333333333
"Washington Football Team",2,2017,1,26.04,1,0.533333333333333
"Washington Football Team",3,2017,1,26.04,4,0.533333333333333
"Washington Football Team",4,2017,0,26.04,-3,0.533333333333333
"Washington Football Team",6,2017,1,26.04,-7,0.533333333333333
"Washington Football Team",7,2017,0,26.04,2,0.533333333333333
"Washington Football Team",8,2017,0,26.04,2,0.533333333333333
"Washington Football Team",9,2017,1,26.04,0,0.533333333333333
"Washington Football Team",1,2018,1,26.28,2,0.4375
"Washington Football Team",10,2018,1,26.28,6,0.4375
"Washington Football Team",11,2018,0,26.28,5,0.4375
"Washington Football Team",12,2018,0,26.28,5,0.4375
"Washington Football Team",13,2018,0,26.28,6,0.4375
"Washington Football Team",14,2018,0,26.28,7,0.4375
"Washington Football Team",15,2018,1,26.28,-3,0.4375
"Washington Football Team",16,2018,0,26.28,7,0.4375
"Washington Football Team",17,2018,0,26.28,11,0.4375
"Washington Football Team",2,2018,0,26.28,-1,0.4375
"Washington Football Team",3,2018,1,26.28,8,0.4375
"Washington Football Team",5,2018,0,26.28,3,0.4375
"Washington Football Team",6,2018,1,26.28,6,0.4375
"Washington Football Team",7,2018,1,26.28,7,0.4375
"Washington Football Team",8,2018,1,26.28,0,0.4375
"Washington Football Team",9,2018,0,26.28,8,0.4375
"Washington Football Team",1,2019,0,26.02,4,0.4375
"Washington Football Team",11,2019,0,26.02,-1,0.4375
"Washington Football Team",12,2019,1,26.02,1,0.4375
"Washington Football Team",13,2019,1,26.02,1,0.4375
"Washington Football Team",14,2019,0,26.02,6,0.4375
"Washington Football Team",15,2019,0,26.02,6,0.4375
"Washington Football Team",16,2019,0,26.02,9,0.4375
"Washington Football Team",17,2019,0,26.02,4,0.4375
"Washington Football Team",2,2019,0,26.02,1,0.4375
"Washington Football Team",3,2019,0,26.02,11,0.4375
"Washington Football Team",4,2019,0,26.02,3,0.4375
"Washington Football Team",5,2019,0,26.02,1,0.4375
"Washington Football Team",6,2019,1,26.02,1,0.4375
"Washington Football Team",7,2019,0,26.02,3,0.4375
"Washington Football Team",8,2019,0,26.02,12,0.4375
"Washington Football Team",9,2019,0,26.02,9,0.4375
